"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","type"
6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7,"white"
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,"red"
6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,"white"
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,"red"
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,"white"
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,"white"
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,"white"
7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7,"white"
10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,"red"
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,"red"
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,"white"
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,"white"
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,"white"
6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6,"white"
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,"white"
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,"red"
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,"red"
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,"red"
6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,"white"
6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5,"white"
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,"white"
6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8,"white"
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,"white"
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,"red"
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,"white"
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,"red"
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,"white"
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,"red"
5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6,"white"
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,"white"
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7,"white"
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,"white"
6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,6,"white"
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,"white"
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,"white"
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,"red"
5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5,"white"
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,"red"
7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,"white"
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,"red"
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,"red"
7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,"white"
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6,"red"
8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5,"white"
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,"red"
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,"white"
7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5,"white"
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7,"red"
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,"red"
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,"red"
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,"white"
7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6,"white"
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,"white"
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7,"white"
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,"white"
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,"red"
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,"white"
7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4,"white"
7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5,"white"
8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5,"white"
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,"white"
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,"white"
7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,5,"white"
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,"white"
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,"white"
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,"white"
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,"white"
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,"white"
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,"red"
5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,5,"white"
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6,"white"
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,"red"
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,"white"
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,"white"
8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6,"white"
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6,"white"
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,"white"
6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7,"white"
7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,7,"white"
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,"red"
5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7,"white"
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,"white"
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,"red"
6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6,"white"
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,"red"
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,"white"
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,"white"
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,"white"
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,"white"
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,"red"
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,"red"
9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5,"red"
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,"white"
5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5,"white"
6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7,"white"
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,"white"
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5,"white"
7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5,"red"
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6,"red"
7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,5,"white"
6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5,"white"
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,"red"
8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6,"white"
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,"white"
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,"white"
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,"white"
6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6,"white"
6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,7,"white"
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,"white"
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,"white"
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,"red"
8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,"red"
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,"white"
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6,"red"
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,"white"
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,"red"
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5,"white"
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,"red"
10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,"white"
6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,"white"
8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5,"white"
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,"white"
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5,"white"
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,"red"
7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7,"white"
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,"white"
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,"red"
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,"white"
6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,7,"white"
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,"white"
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,"red"
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,"white"
7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5,"white"
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,"white"
6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8,"white"
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,"white"
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6,"white"
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,"red"
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,"white"
7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5,"white"
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,"red"
4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,"white"
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,"white"
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,"white"
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,"white"
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,"white"
6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,"white"
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,"red"
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,"white"
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,"white"
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,"red"
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,"white"
6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,"white"
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,6,"red"
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,"white"
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,"white"
8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5,"white"
5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5,"white"
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,"red"
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5,"white"
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,"white"
6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6,"white"
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,"red"
7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4,"white"
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,"white"
6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7,"white"
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,"white"
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5,"white"
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5,"white"
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7,"white"
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6,"white"
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,"white"
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,"white"
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,"red"
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,"white"
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,"red"
6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7,"white"
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,"white"
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,"white"
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5,"red"
6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,"white"
6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,7,"white"
6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,"white"
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,"white"
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,"white"
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,"white"
6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6,"white"
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,"white"
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,"red"
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,"red"
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,"white"
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,"white"
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6,"white"
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,"white"
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,"white"
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,"white"
6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,"white"
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,"red"
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,"white"
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6,"white"
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6,"red"
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,"white"
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,"white"
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5,"white"
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7,"white"
7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6,"white"
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,"white"
6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,"white"
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7,"white"
6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6,"white"
7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,"white"
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6,"white"
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,"white"
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,"white"
7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6,"white"
6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6,"white"
7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5,"white"
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,"white"
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6,"white"
7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4,"red"
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,"white"
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,"white"
7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5,"white"
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,"white"
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,"white"
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,"red"
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,"white"
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,"red"
6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,"white"
6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,4,"white"
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,"white"
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,"red"
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,"white"
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,"white"
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,"white"
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,"white"
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,"red"
6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6,"white"
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,"red"
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,"white"
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,"red"
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,"white"
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,"white"
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5,"red"
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,"white"
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,"red"
6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7,"white"
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,"white"
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7,"white"
10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5,"white"
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,"white"
6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,"white"
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,"white"
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,"white"
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,"red"
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,"red"
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,"red"
6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7,"white"
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,"white"
6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5,"white"
8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5,"white"
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,"white"
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,"red"
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,"red"
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6,"white"
6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5,"white"
6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6,"white"
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,"white"
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,"red"
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,"white"
7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6,"white"
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,"red"
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,"white"
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4,"red"
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7,"white"
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,"white"
7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,"red"
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,"white"
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,"white"
6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,"white"
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,"white"
6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,"white"
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,"white"
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,"white"
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6,"white"
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"white"
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,"white"
5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,"white"
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"white"
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7,"white"
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,"red"
6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5,"white"
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6,"red"
6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,6,"white"
7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,4,"white"
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,"red"
7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7,"white"
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,"white"
7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4,"white"
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,"white"
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,"white"
